S0023D,42487,0.99999
S0023D,42488,0.999979
S0023D,42493,0.999923
S0023D,42500,0.999841
S0023D,42516,0.999637
S0023D,42536,0.999319
S0023D,42548,0.9991
S0023D,42577,0.998395
S0023D,42608,0.997743
S0023D,42634,0.997191
S0023D,42639,0.997087
S0023D,42669,0.996445
S0023D,42702,0.995686
S0023D,42725,0.995133
S0023D,42732,0.994969
S0023D,42761,0.994269
S0023D,42793,0.993452
S0023D,42809,0.993031
S0023D,42821,0.992724
S0023D,42851,0.991943
S0023D,42942,0.989463
S0023D,43034,0.986811
S0023D,43126,0.983995
S0023D,43216,0.981079
S0023D,43307,0.977998
S0023D,43399,0.974742
S0023D,43493,0.971267
S0023D,43581,0.967881
S0023D,43672,0.964308
S0023D,43766,0.960567
S0023D,43857,0.956831
S0023D,43948,0.952986
S0023D,44039,0.94897
S0023D,44130,0.944844
S0023D,44222,0.940565
S0023D,44312,0.936277
S0023D,44403,0.93187
S0023D,44495,0.927319
S0023D,44587,0.922676
S0023D,44677,0.918046
S0023D,44768,0.913336
S0023D,44860,0.908495
S0023D,44952,0.903577
S0023D,45042,0.898697
S0023D,45133,0.893801
S0023D,45225,0.888791
S0023D,45317,0.883723
S0023D,45408,0.878655
S0023D,45499,0.873659
S0023D,45593,0.868451
S0023D,45684,0.863367
S0023D,45775,0.858245
S0023D,45866,0.853098
S0023D,45957,0.847916
S0023D,46048,0.842704
S0023D,46139,0.837462
S0023D,46503,0.816154
S0023D,46869,0.795813
S0023D,47234,0.775793
S0023D,47599,0.755782
S0023D,47966,0.735747
S0023D,48330,0.717133
S0023D,48695,0.698692
S0023D,49060,0.680512
S0023D,49425,0.662625
S0023D,49793,0.644916
S0023D,50157,0.628854
S0023D,50522,0.613096
S0023D,50886,0.597734
S0023D,51252,0.58265
S0023D,51617,0.56797
S0023D,51984,0.553899
S0023D,52348,0.5403
S0023D,52713,0.527017
S0023D,53078,0.514086
S0023D,53443,0.501502
S0023D,53808,0.489699
S0023D,54175,0.478156
S0023D,54539,0.467022
S0023D,54904,0.456167
S0023D,55269,0.445613
S0023D,55635,0.435326
S0023D,56002,0.425301
S0023D,56366,0.415637
S0023D,56730,0.406244
S0023D,57096,0.397066
S0023D,57461,0.388439
S0023D,57826,0.380052
S0023D,58193,0.371854
S0023D,58557,0.363949
S0023D,58922,0.356241
S0023D,59287,0.348746
S0023D,59652,0.341458
S0023D,60020,0.334313
S0023D,60384,0.327439
S0023D,60748,0.320753
